プラットフォーム,ファイル名,コンテンツ,実績,情報提供料合計,年月,処理日時
au,SalesSummary_202402_OWD_detail.csv,OWD_mikomaria_01,21300,8125,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_risui_01,1800,741,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_asuru_01,3000,1265,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_enseisyu_01,6000,2310,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_keiko_03,2600,1071,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_mokuren_01,17600,7333,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_suehiro_01,3000,1265,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_mian_01,1200,396,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_matsuyama_01,2200,968,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_yuki_01,500,206,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_hayuki_01,2400,989,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_kasya_01,3300,1361,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_hoshikaze_01,1800,743,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_klara_01,600,248,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_shintaku_01,5500,2267,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_keiko_04,6000,2512,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_asuka_02,3500,1443,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_ychigumi_01,2000,825,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_reirin_01,3500,1443,202402,2025-07-18 14:54:36
au,SalesSummary_202402_OWD_detail.csv,OWD_miesha_01,3000,1320,202402,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_keiko_01,49700,20759,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_keiko_03,1400,580,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_shape_01,34500,14123,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_fujita_01,3200,1320,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_kairi_01,8800,3691,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_shintaku_01,14500,6014,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_eremaria_01,6300,2634,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_koike_01,3300,1379,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_mikomaria_01,3200,1348,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_enseisyu_01,3000,1260,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_william_01,2600,1071,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_klara_01,1300,536,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_kiko_01,4800,1980,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_macalon_01,10800,3924,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_reirin_01,6000,2473,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_Milla_01,13300,5551,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_aokitomo_01,5200,1929,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_narusawa_01,2600,1071,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_ophelia_01,3000,1236,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_yuki_01,500,206,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_suehiro_01,4100,1691,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_isha_01,6880,2838,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_koyanagi_01,2100,866,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_chiki_01,1650,680,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_tsukikage_01,4800,1979,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_aiga_01,800,330,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_miesha_01,3700,1525,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_aron_01,2400,1012,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_tenmei_01,2200,908,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_chazz_01,2600,1071,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_tachibana_01,7600,3134,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_keiko_04,6800,2820,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_sugano_02,1200,495,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_asuru_01,2300,948,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_kasya_01,2200,908,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_okada_01,1300,536,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_miku_02,1200,495,202403,2025-07-18 14:54:36
au,SalesSummary_202403_OWD_detail.csv,OWD_niutouko_01,2000,825,202403,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_keiko_01,20300,8304,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_shape_01,39800,16428,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_macalon_01,7100,2826,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_asuka_02,1300,572,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_ophelia_01,2000,825,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_koike_01,15800,6018,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_shintaku_01,4900,2080,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_chazz_01,2300,985,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_niutouko_01,1800,743,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_keiko_03,2600,1108,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_mimoe_01,1000,413,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_isha_01,3600,1564,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_mineka_01,6300,2743,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_Milla_01,300,122,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_aron_01,8200,3381,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_mokuren_01,2700,1113,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_tomoko_01,5800,2392,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_yuki_01,12400,5242,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_narusawa_01,1900,783,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_tsukikage_01,10400,4321,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_kasya_01,1000,413,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_suehiro_01,2800,1155,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_hakuryu_01,9000,3856,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_klara_01,700,288,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_keiko_04,5300,2212,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_daiyang_01,800,330,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_asuka_01,1200,495,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_aiga_01,800,352,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_aqua_01,500,206,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_risui_01,3200,1354,202404,2025-07-18 14:54:36
au,SalesSummary_202404_OWD_detail.csv,OWD_houjo_01,2000,825,202404,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_kanon_01,3600,1540,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_keiko_01,36500,14653,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_shape_01,31900,13235,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_isha_01,3000,1236,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_Sasha_01,2300,981,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_macalon_01,7900,3268,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_soldona_01,4600,1931,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_tachibana_01,1400,616,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_tsukikage_01,10600,4125,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_mermaid_01,3300,1360,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_eremaria_01,2300,990,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_tshourei_01,3900,1646,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_ophelia_01,8600,3579,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_koike_01,6500,2449,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_shokita_01,500,206,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_klara_01,4700,1960,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_ikai_01,2300,976,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_daiyang_01,2400,990,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_hakuryu_01,1600,660,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_yuki_01,5200,2142,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_tomoko_01,1200,495,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_shintaku_01,800,330,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_aiga_01,1600,660,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_kasya_01,800,352,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_reirin_01,5200,2172,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_mokuren_01,4800,1980,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_keiko_03,2600,1071,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_chazz_01,3500,1540,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_miesha_01,6700,2803,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_miku_02,1800,743,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_Milla_01,9100,3808,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_kiko_01,2000,853,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_fujita_01,8000,3383,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_keiko_02,2600,858,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_mikomaria_01,1300,536,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_noda_01,4800,2024,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_keiko_04,1000,411,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_mimoe_01,1100,453,202405,2025-07-18 14:54:36
au,SalesSummary_202405_OWD_detail.csv,OWD_koyanagi_01,2200,968,202405,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_keiko_03,12200,5030,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_mimoe_01,4600,1958,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_koike_01,11500,4147,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_macalon_01,2900,1155,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_keiko_01,26800,11161,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_shape_01,31400,12925,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_Milla_01,4700,1942,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_keiko_04,3700,1525,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_aron_01,6100,2543,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_fujita_01,2000,825,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_gyokusenhi_01,1800,743,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_ikai_01,1600,704,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_mian_01,4700,1641,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_eremaria_01,3200,1320,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_houjo_01,1500,618,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_aiduki_01,6900,2800,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_klara_01,7500,2870,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_kanon_01,1000,440,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_shintaku_01,3000,1265,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_ophelia_01,5400,2187,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_tshourei_01,8300,2950,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_keit_01,6800,2804,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_tachibana_01,5000,2061,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_isha_01,5260,2169,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_narusawa_01,4900,2021,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_daiyang_01,3000,1298,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_enseisyu_01,2000,880,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_soldona_01,4000,1650,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_yuki_01,600,264,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_kasya_01,3800,1568,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_keiko_02,1500,618,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_tenmei_01,9300,3484,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_tomoko_01,1000,413,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_hoshikaze_01,2200,908,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_miku_02,1300,536,202407,2025-07-18 14:54:36
au,SalesSummary_202407_OWD_detail.csv,OWD_sugano_02,1500,618,202407,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_klara_01,8600,3188,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_mian_01,2400,792,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_shape_01,40800,16826,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_mikomaria_01,6000,1980,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_isha_01,5900,2433,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_ophelia_01,12700,5250,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_kiko_01,1600,660,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_kasya_01,1800,743,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_keiko_01,17700,7273,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_hakuryu_01,1800,743,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_shintaku_01,7100,2954,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_suehiro_01,4000,1436,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_asuka_02,7400,2893,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_kanon_01,5600,2400,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_mermaid_01,8100,3340,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_koike_01,8600,3380,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_ikai_01,5700,2378,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_tenmei_01,2000,660,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_macalon_01,15000,6243,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_asuru_01,4000,1649,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_gyokusenhi_01,3200,1320,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_hoshikaze_01,2200,908,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_yuki_01,5600,2045,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_keiko_03,2600,1071,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_aiga_01,800,330,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_chazz_01,11600,4674,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_keit_01,1200,495,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_niutouko_01,3500,1504,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_tsukikage_01,1000,413,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_aqua_01,2200,908,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_eremaria_01,2600,1071,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_miku_02,1500,618,202408,2025-07-18 14:54:36
au,SalesSummary_202408_OWD_detail.csv,OWD_sugano_02,1000,413,202408,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_shape_01,45600,18706,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_shintaku_01,3000,1236,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_daiyang_01,5600,2013,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_kanon_01,6900,2900,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_ychigumi_01,5000,2062,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_yuki_01,1000,426,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_asuru_01,5300,2131,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_aiga_01,800,330,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_aiduki_01,10800,4490,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_keiko_01,12500,5083,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_chazz_01,2500,924,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_enseisyu_01,1200,495,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_macalon_01,6600,2734,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_isha_01,11440,4015,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_mikomaria_01,2100,800,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_koike_01,2900,1195,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_aokitomo_01,1800,743,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_aron_01,2600,1071,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_tshourei_01,900,371,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_matsuyama_01,3200,1380,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_eremaria_01,2100,866,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_noda_01,1300,536,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_klara_01,700,288,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_asuka_02,2500,1058,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_narusawa_01,3200,1319,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_shokita_01,3900,1607,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_niutouko_01,6000,2534,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_yamasakirie_01,1000,413,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_mian_01,2000,660,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_mokuren_01,3600,1485,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_rumikoi_01,6600,2844,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_ophelia_01,2800,1155,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_kasya_01,3000,990,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_keiko_03,2600,1071,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_kiko_01,1200,396,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_tachibana_01,1300,536,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_soldona_01,800,330,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_miesha_01,2000,825,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_mermaid_01,6000,2530,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_koyanagi_01,2300,948,202409,2025-07-18 14:54:36
au,SalesSummary_202409_OWD_detail.csv,OWD_chiharu_02,500,206,202409,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_tenmei_01,2400,1023,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_keiko_01,13600,5647,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_isha_01,2100,866,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_shape_01,17900,7306,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_kasya_01,9100,3753,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_tshourei_01,4200,1535,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_keiko_04,500,165,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_Milla_01,2100,868,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_tomoko_01,3600,1518,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_hayuki_01,4800,2046,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_kanon_01,2400,990,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_tachibana_01,1500,618,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_ophelia_01,7000,2922,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_macalon_01,5000,1927,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_yuki_01,600,248,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_mermaid_01,900,371,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_ychigumi_01,1800,743,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_noda_01,1000,413,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_keiko_03,3900,1607,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_klara_01,3000,1236,202411,2025-07-18 14:54:36
au,SalesSummary_202411_OWD_detail.csv,OWD_houjo_01,800,330,202411,2025-07-18 14:54:36
